Sample in Buffer,Sample in Window,TRIGGER,design_1_i/fulltopHDC_0/U0/HDCOTFGEn/BV[999:900],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/hv[2:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/class[127:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/hv[0:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/QHV[335:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/doneEncoderToClassifier
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
1631,1631,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1632,1632,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1633,1633,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1634,1634,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1635,1635,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1636,1636,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1637,1637,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1638,1638,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1639,1639,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1640,1640,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1641,1641,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1642,1642,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1643,1643,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1644,1644,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1645,1645,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1646,1646,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1647,1647,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1648,1648,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1649,1649,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1650,1650,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1651,1651,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1652,1652,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1653,1653,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1654,1654,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1655,1655,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1656,1656,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1657,1657,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1658,1658,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1659,1659,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1660,1660,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1661,1661,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1662,1662,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1663,1663,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1664,1664,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1665,1665,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1666,1666,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1667,1667,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1668,1668,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1669,1669,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1670,1670,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1671,1671,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1672,1672,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1673,1673,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1674,1674,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1675,1675,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1676,1676,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1677,1677,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1678,1678,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1679,1679,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1680,1680,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1681,1681,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1682,1682,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1683,1683,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1684,1684,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1685,1685,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1686,1686,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1687,1687,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1688,1688,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1689,1689,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1690,1690,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1691,1691,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1692,1692,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1693,1693,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1694,1694,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1695,1695,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1696,1696,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1697,1697,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1698,1698,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1699,1699,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1700,1700,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1701,1701,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1702,1702,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1703,1703,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1704,1704,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1705,1705,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1706,1706,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1707,1707,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1708,1708,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1709,1709,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1710,1710,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1711,1711,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1712,1712,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1713,1713,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1714,1714,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1715,1715,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1716,1716,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1717,1717,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1718,1718,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1719,1719,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1720,1720,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1721,1721,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1722,1722,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1723,1723,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1724,1724,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1725,1725,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1726,1726,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1727,1727,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1728,1728,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1729,1729,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1730,1730,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1731,1731,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1732,1732,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1733,1733,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1734,1734,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1735,1735,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1736,1736,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1737,1737,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1738,1738,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1739,1739,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1740,1740,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1741,1741,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1742,1742,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1743,1743,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1744,1744,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1745,1745,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1746,1746,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1747,1747,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1748,1748,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1749,1749,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
